Frequency	Amplitude
0.000000000	0.000000048
0.000000000	0.000000059
0.000000000	0.000000074
0.000000000	0.000000105
0.000000000	0.000000151
0.000000000	0.000000233
0.000000000	0.000000433
0.000000000	0.000001043
0.000000000	0.000004415
0.000000000	0.000024881
0.000000000	0.000003412
0.000000000	0.000001191
0.000000000	0.000000629
0.000000000	0.000000421
0.000000000	0.000000336
0.000000000	0.000000273
0.000000000	0.000000272
0.000000000	0.000000264
0.000000000	0.000000287
0.000000000	0.000000323
0.000000000	0.000000404
0.000000000	0.000000531
0.000000000	0.000000827
0.000000000	0.000001483
0.000000000	0.000003765
0.000000000	0.000021400
0.000000000	0.000025701
0.000000000	0.000004014
0.000000000	0.000001571
0.000000000	0.000000884
0.000000000	0.000000572
0.000000000	0.000000425
0.000000000	0.000000341
0.000000000	0.000000308
0.000000000	0.000000298
0.000000000	0.000000286
0.000000000	0.000000329
0.000000000	0.000000374
0.000000000	0.000000489
0.000000000	0.000000720
0.000000000	0.000001363
0.000000000	0.000003943
0.000000000	0.000031882
0.000000000	0.000007471
0.000000000	0.000001695
0.000000000	0.000000727
0.000000000	0.000000394
0.000000000	0.000000278
0.000000000	0.000000200
0.000000000	0.000000172
0.000000000	0.000000147
0.000000000	0.000000142
0.000000000	0.000000142
0.000000000	0.000000162
0.000000000	0.000000191
0.000000000	0.000000254
0.000000000	0.000000399
0.000000000	0.000000819
0.000000000	0.000003025
0.000000000	0.000016137
0.000000000	0.000001832
0.000000000	0.000000543
0.000000000	0.000000260
0.000000000	0.000000149
0.000000000	0.000000100
0.000000000	0.000000076
0.000000000	0.000000065
0.000000000	0.000000056
0.000000000	0.000000052
0.000000000	0.000000054
0.000000000	0.000000058
0.000000000	0.000000072
0.000000000	0.000000096
0.000000000	0.000000152
0.000000000	0.000000344
0.000000000	0.000001550
0.000000000	0.000002190
0.000000000	0.000000300
0.000000000	0.000000097
0.000000000	0.000000052
0.000000000	0.000000027
0.000000000	0.000000017
0.000000000	0.000000011
0.000000000	0.000000009
0.000000000	0.000000006
0.000000000	0.000000006
0.000000000	0.000000005
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000008
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000009
0.000000000	0.000000014
0.000000000	0.000000027
0.000000000	0.000000058
0.000000000	0.000000195
0.000000000	0.000001329
0.000000000	0.000000257
0.000000000	0.000000082
0.000000000	0.000000039
0.000000000	0.000000028
0.000000000	0.000000018
0.000000000	0.000000017
0.000000000	0.000000016
0.000000000	0.000000016
0.000000000	0.000000018
0.000000000	0.000000017
0.000000000	0.000000021
0.000000000	0.000000029
0.000000000	0.000000045
0.000000000	0.000000073
0.000000000	0.000000180
0.000000000	0.000000780
0.000000000	0.000002375
0.000000000	0.000000375
0.000000000	0.000000137
0.000000000	0.000000071
0.000000000	0.000000047
0.000000000	0.000000038
0.000000000	0.000000030
0.000000000	0.000000030
0.000000000	0.000000027
0.000000000	0.000000029
0.000000000	0.000000030
0.000000000	0.000000037
0.000000000	0.000000047
0.000000000	0.000000070
0.000000000	0.000000118
0.000000000	0.000000293
0.000000000	0.000001468
0.000000000	0.000001303
0.000000000	0.000000276
0.000000000	0.000000111
0.000000000	0.000000061
0.000000000	0.000000041
0.000000000	0.000000034
0.000000000	0.000000025
0.000000000	0.000000023
0.000000000	0.000000023
0.000000000	0.000000022
0.000000000	0.000000023
0.000000000	0.000000029
0.000000000	0.000000036
0.000000000	0.000000049
0.000000000	0.000000095
0.000000000	0.000000257
0.000000000	0.000001373
0.000000000	0.000000399
0.000000000	0.000000086
0.000000000	0.000000039
0.000000000	0.000000022
0.000000000	0.000000014
0.000000000	0.000000008
0.000000000	0.000000007
0.000000000	0.000000006
0.000000000	0.000000005
0.000000000	0.000000006
0.000000000	0.000000006
0.000000000	0.000000009
0.000000000	0.000000010
0.000000000	0.000000016
0.000000000	0.000000029
0.000000000	0.000000101
0.000000000	0.000000324
0.000000000	0.000000050
0.000000000	0.000000014
0.000000000	0.000000006
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000011
0.000000000	0.000000035
0.000000000	0.000000164
0.000000000	0.000000050
0.000000000	0.000000015
0.000000000	0.000000008
0.000000000	0.000000005
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000007
0.000000000	0.000000007
0.000000000	0.000000010
0.000000000	0.000000025
0.000000000	0.000000054
0.000000000	0.000000242
0.000000000	0.000000301
0.000000000	0.000000070
0.000000000	0.000000028
0.000000000	0.000000016
0.000000000	0.000000010
0.000000000	0.000000010
0.000000000	0.000000006
0.000000000	0.000000006
0.000000000	0.000000006
0.000000000	0.000000006
0.000000000	0.000000007
0.000000000	0.000000009
0.000000000	0.000000011
0.000000000	0.000000020
0.000000000	0.000000043
0.000000000	0.000000118
0.000000000	0.000000503
0.000000000	0.000000138
0.000000000	0.000000045
0.000000000	0.000000022
0.000000000	0.000000012
0.000000000	0.000000009
0.000000000	0.000000007
0.000000000	0.000000007
0.000000000	0.000000006
0.000000000	0.000000005
0.000000000	0.000000007
0.000000000	0.000000007
0.000000000	0.000000011
0.000000000	0.000000013
0.000000000	0.000000023
0.000000000	0.000000055
0.000000000	0.000000221
0.000000000	0.000000218
0.000000000	0.000000051
0.000000000	0.000000020
0.000000000	0.000000010
0.000000000	0.000000007
0.000000000	0.000000005
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000008
0.000000000	0.000000011
0.000000000	0.000000042
0.000000000	0.000000121
0.000000000	0.000000026
0.000000000	0.000000008
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000007
0.000000000	0.000000028
0.000000000	0.000000064
0.000000000	0.000000021
0.000000000	0.000000007
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000006
0.000000000	0.000000008
0.000000000	0.000000015
0.000000000	0.000000045
0.000000000	0.000000197
0.000000000	0.000000080
0.000000000	0.000000026
0.000000000	0.000000012
0.000000000	0.000000009
0.000000000	0.000000006
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000006
0.000000000	0.000000009
0.000000000	0.000000012
0.000000000	0.000000021
0.000000000	0.000000044
0.000000000	0.000000167
0.000000000	0.000000210
0.000000000	0.000000059
0.000000000	0.000000022
0.000000000	0.000000013
0.000000000	0.000000009
0.000000000	0.000000006
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000005
0.000000000	0.000000007
0.000000000	0.000000009
0.000000000	0.000000019
0.000000000	0.000000059
0.000000000	0.000000189
0.000000000	0.000000060
0.000000000	0.000000020
0.000000000	0.000000010
0.000000000	0.000000006
0.000000000	0.000000005
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000006
0.000000000	0.000000011
0.000000000	0.000000039
0.000000000	0.000000050
0.000000000	0.000000013
0.000000000	0.000000005
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000002
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000004
0.000000000	0.000000013
0.000000000	0.000000023
0.000000000	0.000000007
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000007
0.000000000	0.000000016
0.000000000	0.000000063
0.000000000	0.000000055
0.000000000	0.000000018
0.000000000	0.000000008
0.000000000	0.000000005
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000003
0.000000000	0.000000006
0.000000000	0.000000008
0.000000000	0.000000014
0.000000000	0.000000039
0.000000000	0.000000109
0.000000000	0.000000044
0.000000000	0.000000013
0.000000000	0.000000007
0.000000000	0.000000005
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000005
0.000000000	0.000000009
0.000000000	0.000000015
0.000000000	0.000000040
0.000000000	0.000000065
0.000000000	0.000000021
0.000000000	0.000000008
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000009
0.000000000	0.000000026
0.000000000	0.000000011
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000009
0.000000000	0.000000008
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000007
0.000000000	0.000000015
0.000000000	0.000000037
0.000000000	0.000000013
0.000000000	0.000000007
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000006
0.000000000	0.000000015
0.000000000	0.000000039
0.000000000	0.000000030
0.000000000	0.000000010
0.000000000	0.000000005
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000008
0.000000000	0.000000021
0.000000000	0.000000033
0.000000000	0.000000011
0.000000000	0.000000005
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000006
0.000000000	0.000000013
0.000000000	0.000000006
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000002
0.000000000	0.000000003
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000005
0.000000000	0.000000015
0.000000000	0.000000008
0.000000000	0.000000004
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000012
0.000000000	0.000000013
0.000000000	0.000000006
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000007
0.000000000	0.000000013
0.000000000	0.000000006
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000006
0.000000000	0.000000004
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000004
0.000000000	0.000000004
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000003
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000002
0.000000000	0.000000002
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000001
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
0.000000000	0.000000000
